Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Joey Wendle","NYM",0.41176471,0.51515152,0.46268657,0.53571429,0.94117647,0.75806452,0.49253731,0.81081081,0.1119403,0.2761194,0.3880597,"Joey Wendle",13853,621563
"Eric Haase","MIL",0.31818182,0.70689655,0.48518519,0.44897959,0.75609756,0.64122137,0.42962963,0.68115942,0.17407407,0.20740741,0.38148148,"Eric Haase",14111,606992
"Eguy Rosario","SDP",0.37956204,0.58426966,0.46017699,0.36538462,0.82692308,0.59615385,0.39380531,0.63157895,0.18584071,0.19469027,0.38053097,"Eguy Rosario",19964,666703
"Bobby Dalbec","BOS",0.31404959,0.69005848,0.46973366,0.55263158,0.63559322,0.60309278,0.41404358,0.64516129,0.18554217,0.19036145,0.37590361,"Bobby Dalbec",19966,666915
"Coby Mayo","BAL",0.32075472,0.68292683,0.4787234,0.38235294,0.67857143,0.56666667,0.43617021,0.58695652,0.20744681,0.15957447,0.36702128,"Coby Mayo",28312,691723
"Jose Siri","TBR",0.38512869,0.67117727,0.5033557,0.48267327,0.69959677,0.60222222,0.41331096,0.68080357,0.2,0.16536313,0.36536313,"Jose Siri",17452,642350
"Niko Kavadas","LAA",0.18897638,0.63507109,0.39139785,0.39583333,0.78358209,0.68131868,0.45376344,0.68867925,0.12473118,0.23870968,0.36344086,"Niko Kavadas",29782,694359
"David Villar","SFG",0.28,0.6557377,0.44852941,0.38095238,0.825,0.67213115,0.44852941,0.72972973,0.14705882,0.21323529,0.36029412,"David Villar",24782,681584
"Martín Maldonado","CHW",0.34228188,0.6627907,0.49100719,0.42156863,0.80116959,0.65934066,0.46402878,0.72789116,0.16666667,0.19354839,0.36021505,"Martin Maldonado",6887,455117
"David Hensley","MIA",0.20805369,0.52475248,0.336,0.4516129,0.83018868,0.69047619,0.404,0.60344828,0.10358566,0.25498008,0.35856574,"David Hensley",25111,682073
"Jonathan Ornelas","TEX",0.28888889,0.67123288,0.4601227,0.46153846,0.85714286,0.72,0.44785276,0.675,0.12883436,0.22699387,0.35582822,"Jonathan Ornelas",24597,680716
"Billy Cook","PIT",0.39393939,0.8,0.58152174,0.35897436,0.75,0.60747664,0.46195652,0.65306122,0.22826087,0.125,0.35326087,"Billy Cook",29573,695257
"Jared Walsh","TEX",0.22535211,0.64166667,0.41603053,0.4375,0.67532468,0.60550459,0.45801527,0.53333333,0.16412214,0.1870229,0.35114504,"Jared Walsh",18607,665120
"Seby Zavala","SEA",0.35483871,0.65384615,0.49122807,0.51515152,0.74509804,0.6547619,0.45614035,0.76744186,0.16959064,0.18128655,0.35087719,"Seby Zavala",18887,664874
"Tristan Gray","- - -",0.36486486,0.75510204,0.5203252,0.44444444,0.62162162,0.546875,0.39837398,0.61290323,0.23577236,0.11382114,0.3495935,"Tristan Gray",19877,656484
"Kyle McCann","OAK",0.27900552,0.69708029,0.4591195,0.34653465,0.68586387,0.56849315,0.43081761,0.59872611,0.19811321,0.1509434,0.3490566,"Kyle McCann",25575,668832
"Forrest Wall","- - -",0.27692308,0.6875,0.48062016,0.27777778,0.75,0.61290323,0.49612403,0.68571429,0.18604651,0.1627907,0.34883721,"Forrest Wall",16496,657088
"Tom Murphy","SFG",0.29069767,0.60606061,0.42763158,0.4,0.825,0.66153846,0.43421053,0.68421053,0.14379085,0.20261438,0.34640523,"Tom Murphy",13499,608596
"Oliver Dunn","MIL",0.24186047,0.65024631,0.44019139,0.42307692,0.79545455,0.69021739,0.48564593,0.59615385,0.13636364,0.20813397,0.34449761,"Oliver Dunn",26295,686554
"Jacob Amaya","- - -",0.23837209,0.53488372,0.3654485,0.46341463,0.88405797,0.72727273,0.42857143,0.72222222,0.09933775,0.24503311,0.34437086,"Jacob Amaya",23296,676070
"Niko Goodrum","- - -",0.26829268,0.62068966,0.41428571,0.54545455,0.75,0.67241379,0.41428571,0.54545455,0.13571429,0.20714286,0.34285714,"Niko Goodrum",12092,592348
"Grant McCray","SFG",0.34,0.78538813,0.52793834,0.37254902,0.73255814,0.59854015,0.42196532,0.60769231,0.21153846,0.13076923,0.34230769,"Grant McCray",25690,687529
"Tyler Locklear","SEA",0.3852459,0.71621622,0.51020408,0.42553191,0.8490566,0.65,0.37755102,0.75510204,0.17857143,0.16326531,0.34183673,"Tyler Locklear",31396,682988
"Chadwick Tromp","ATL",0.45192308,0.65384615,0.53846154,0.5106383,0.80392157,0.66326531,0.42857143,0.62962963,0.18131868,0.15934066,0.34065934,"Chadwick Tromp",16953,644433
"Mason McCoy","SDP",0.35384615,0.55882353,0.44396552,0.54347826,0.87719298,0.72815534,0.43965517,0.77192982,0.12068966,0.21982759,0.34051724,"Mason McCoy",22232,669200
"Sam Hilliard","COL",0.33420366,0.65660377,0.46604938,0.4375,0.73563218,0.60927152,0.40895062,0.55063291,0.18153846,0.15692308,0.33846154,"Sam Hilliard",17954,656541
"Gary Sánchez","MIL",0.29799427,0.57173913,0.40673575,0.60096154,0.81749049,0.72186837,0.39723661,0.58571429,0.11312608,0.22452504,0.33765112,"Gary Sanchez",11442,596142
"Justyn-Henry Malloy","DET",0.24460432,0.68505747,0.43794147,0.44117647,0.77181208,0.66820276,0.43895055,0.59565217,0.14501511,0.19234642,0.33736153,"Justyn-Henry Malloy",29606,669234
"Jahmai Jones","NYY",0.30120482,0.5942029,0.43421053,0.48,0.82926829,0.6969697,0.45394737,0.63829787,0.13157895,0.20394737,0.33552632,"Jahmai Jones",18872,663330
"Estevan Florial","CLE",0.30566038,0.78918919,0.50444444,0.43209877,0.67123288,0.58590308,0.41111111,0.59459459,0.20842572,0.12638581,0.33481153,"Estevan Florial",19151,664314
"Jhonkensy Noel","CLE",0.4688172,0.67181467,0.54143646,0.51376147,0.8908046,0.68112245,0.35773481,0.7020202,0.17217631,0.16253444,0.33471074,"Jhonkensy Noel",24257,678877
"Daniel Vogelbach","TOR",0.17391304,0.47586207,0.29829545,0.72222222,0.94202899,0.86666667,0.41193182,0.48101266,0.04143646,0.29281768,0.33425414,"Daniel Vogelbach",14130,596129
"Michael A. Taylor","PIT",0.32416787,0.70450098,0.48585691,0.41071429,0.76111111,0.62671233,0.42512479,0.66333333,0.18076285,0.15257048,0.33333333,"Michael A. Taylor",11489,572191
"David Bote","CHC",0.44680851,0.75,0.57407407,0.54761905,0.78431373,0.67741935,0.41975309,0.66666667,0.18518519,0.14814815,0.33333333,"David Bote",14593,623520
"James Outman","LAD",0.30458221,0.7148289,0.47476341,0.45132743,0.79255319,0.66445183,0.4148265,0.67307692,0.15905512,0.17322835,0.33228346,"James Outman",24770,681546
"Jack López","LAA",0.44680851,0.67669173,0.55839416,0.50793651,0.83333333,0.69934641,0.48540146,0.70422535,0.16788321,0.16423358,0.33211679,"Jack Lopez",13663,605346
"Alex Jackson","TBR",0.3984375,0.72083333,0.5224359,0.49673203,0.74566474,0.62883436,0.38461538,0.69032258,0.19298246,0.13875598,0.33173844,"Alex Jackson",17276,656577
"Luis De Los Santos","TOR",0.32051282,0.65116279,0.43801653,0.56,0.89285714,0.73584906,0.3553719,0.64516129,0.11570248,0.21487603,0.33057851,"Luis De Los Santos",21682,665782
"Mitch Garver","SEA",0.23724008,0.59577279,0.38677686,0.52988048,0.8248337,0.71937322,0.41707989,0.61860465,0.10853994,0.2214876,0.33002755,"Mitch Garver",15161,641598
"Nolan Gorman","STL",0.34657837,0.72278665,0.50909091,0.46496815,0.74297189,0.63546798,0.43197492,0.62686567,0.18534753,0.14464621,0.32999374,"Nolan Gorman",22263,669357
"René Pinto","TBR",0.33628319,0.73611111,0.49189189,0.44736842,0.69811321,0.59340659,0.38918919,0.48979592,0.2,0.12972973,0.32972973,"Rene Pinto",19859,650907
"Oneil Cruz","PIT",0.33473096,0.65578947,0.46283074,0.53235908,0.78170144,0.67332123,0.39899202,0.63772955,0.1509434,0.17819706,0.32914046,"Oneil Cruz",21711,665833
"Jhonny Pereda","MIA",0.35294118,0.5890411,0.46202532,0.63333333,0.86046512,0.76712329,0.46202532,0.775,0.10759494,0.22151899,0.32911392,"Jhonny Pereda",19802,640902
"Kris Bryant","COL",0.34933333,0.68240343,0.47697368,0.50381679,0.78616352,0.65862069,0.38322368,0.61935484,0.16282895,0.16611842,0.32894737,"Kris Bryant",15429,592178
"Derek Hill","- - -",0.39820359,0.71272727,0.54022989,0.44360902,0.82142857,0.66869301,0.45155993,0.65697674,0.17898194,0.14942529,0.32840722,"Derek Hill",16947,656537
"James Wood","WSN",0.22911392,0.57980456,0.38247863,0.51933702,0.83707865,0.72998138,0.43732194,0.62202381,0.10327635,0.22507123,0.32834758,"James Wood",29518,695578
"Trey Cabbage","HOU",0.38536585,0.7480916,0.52678571,0.36708861,0.80612245,0.61016949,0.38988095,0.61538462,0.20535714,0.12202381,0.32738095,"Trey Cabbage",21078,663550
"Zack Gelof","OAK",0.32838428,0.74505495,0.51289538,0.45478723,0.76253687,0.65275142,0.44282238,0.65447898,0.17801556,0.14737354,0.32538911,"Zack Gelof",29766,680869
"Yan Gomes","CHC",0.43981481,0.78616352,0.58666667,0.49473684,0.816,0.67727273,0.424,0.63541667,0.18882979,0.1356383,0.32446809,"Yan Gomes",9627,543228
"Garrett Cooper","- - -",0.36090226,0.61956522,0.46666667,0.61458333,0.83333333,0.73333333,0.40888889,0.63793103,0.12444444,0.2,0.32444444,"Garrett Cooper",15279,643265
"Elly De La Cruz","CIN",0.29652227,0.62410072,0.42893493,0.49794239,0.8054755,0.67881356,0.40421665,0.61925287,0.13761801,0.18663762,0.32425563,"Elly De La Cruz",26668,682829
"Aaron Hicks","LAA",0.28143713,0.65811966,0.43661972,0.57446809,0.77922078,0.7016129,0.41197183,0.6031746,0.13028169,0.19366197,0.32394366,"Aaron Hicks",5297,543305
"Austin Shenton","TBR",0.2173913,0.60824742,0.39622642,0.56,0.74576271,0.69047619,0.45754717,0.58,0.12206573,0.20187793,0.32394366,"Austin Shenton",25425,668853
"Marco Luciano","SFG",0.18823529,0.67096774,0.41846154,0.46875,0.82692308,0.74264706,0.47692308,0.71604938,0.10769231,0.21538462,0.32307692,"Marco Luciano",25616,682617
"Jerar Encarnacion","SFG",0.38028169,0.62621359,0.48367347,0.59259259,0.86046512,0.73839662,0.42040816,0.72268908,0.12653061,0.19591837,0.32244898,"Jerar Encarnacion",21871,666464
"Zach Dezenzo","HOU",0.34848485,0.7079646,0.51428571,0.60869565,0.75,0.6984127,0.46122449,0.56923077,0.15510204,0.16734694,0.32244898,"Zach Dezenzo",31562,701305
"Sean Bouchard","COL",0.24596774,0.68306011,0.43155452,0.52459016,0.784,0.69892473,0.42459397,0.67592593,0.12962963,0.19212963,0.32175926,"Sean Bouchard",21270,656248
"Bryan Ramos","CHW",0.26495726,0.65217391,0.4354067,0.56451613,0.80833333,0.72527473,0.44019139,0.65740741,0.11904762,0.20238095,0.32142857,"Bryan Ramos",25621,682868
"Esteury Ruiz","OAK",0.35915493,0.68269231,0.49593496,0.47058824,0.85915493,0.69672131,0.42276423,0.63076923,0.1504065,0.17073171,0.32113821,"Esteury Ruiz",21780,665923
"Brandon Crawford","STL",0.33333333,0.73611111,0.51401869,0.38983051,0.82075472,0.66666667,0.44859813,0.6875,0.17133956,0.14953271,0.32087227,"Brandon Crawford",5343,543063
"Junior Caminero","TBR",0.38574939,0.64414414,0.47694754,0.60509554,0.81118881,0.70333333,0.35294118,0.62711864,0.14126984,0.17936508,0.32063492,"Junior Caminero",28163,691406
"Blake Perkins","MIL",0.27336683,0.59810555,0.41176471,0.60661765,0.84162896,0.75210084,0.42618224,0.64746544,0.10201729,0.2184438,0.3204611,"Blake Perkins",19921,663368
"Dane Myers","MIA",0.30396476,0.57575758,0.43058824,0.65217391,0.78947368,0.73770492,0.46588235,0.57407407,0.11294118,0.20705882,0.32,"Dane Myers",22054,667472
"Cavan Biggio","- - -",0.19521912,0.58057395,0.37801047,0.56122449,0.87072243,0.7867036,0.47434555,0.66071429,0.08054393,0.23849372,0.31903766,"Cavan Biggio",19252,624415
"Jake Rogers","DET",0.30640669,0.70185185,0.47615262,0.51363636,0.79683377,0.69282137,0.42925278,0.60534125,0.14614774,0.17235902,0.31850675,"Jake Rogers",19452,668670
"Michael Siani","STL",0.32492582,0.64006515,0.47515528,0.5890411,0.81424936,0.73366013,0.47670807,0.65568862,0.12645462,0.19162141,0.31807603,"Michael Siani",22557,672279
"Davis Wendzel","TEX",0.40449438,0.64197531,0.51764706,0.69444444,0.78846154,0.75,0.47647059,0.63265306,0.12941176,0.18823529,0.31764706,"Davis Wendzel",26469,673995
"Dominic Canzone","SEA",0.40677966,0.68904594,0.52155172,0.54166667,0.81025641,0.68595041,0.4066092,0.70744681,0.1637931,0.15373563,0.31752874,"Dominic Canzone",26438,686527
"Giancarlo Stanton","NYY",0.34375,0.6509434,0.46830601,0.55347594,0.78467909,0.68378063,0.40546448,0.583878,0.14784506,0.16966721,0.31751227,"Giancarlo Stanton",4949,519317
"Tucker Barnhart","ARI",0.25118483,0.57926829,0.39466667,0.60377358,0.81052632,0.73648649,0.43733333,0.63541667,0.104,0.21333333,0.31733333,"Tucker Barnhart",10200,571466
"Nolan Jones","COL",0.25945946,0.5828877,0.3989239,0.61979167,0.85015291,0.76493256,0.43120676,0.60606061,0.093702,0.2235023,0.3172043,"Nolan Jones",20529,666134
"Jordan Beck","COL",0.37958115,0.75090253,0.53566009,0.55172414,0.79326923,0.69405099,0.42033384,0.66304348,0.16388467,0.15326252,0.31714719,"Jordan Beck",31431,687597
"Trey Sweeney","DET",0.35887097,0.675,0.5,0.42696629,0.83703704,0.67410714,0.44642857,0.6302521,0.16294643,0.15401786,0.31696429,"Trey Sweeney",29575,700242
"Ben Gamel","- - -",0.20560748,0.60479042,0.38057743,0.40909091,0.8019802,0.68275862,0.43832021,0.52525253,0.12041885,0.19633508,0.31675393,"Ben Gamel",12160,592325
"Will Benson","CIN",0.26247289,0.73978202,0.47403382,0.40495868,0.74769797,0.64203822,0.44323671,0.60309278,0.1694813,0.14716526,0.31664656,"Will Benson",21853,666181
"Gabriel Arias","CLE",0.43962848,0.80784314,0.60207612,0.47183099,0.75242718,0.63793103,0.44117647,0.69565217,0.21799308,0.09861592,0.316609,"Gabriel Arias",22563,672356
"Matt Thaiss","LAA",0.24884793,0.715625,0.4469496,0.43518519,0.71615721,0.62611276,0.42440318,0.61290323,0.16688742,0.14966887,0.31655629,"Matt Thaiss",19318,642136
"Colton Cowser","BAL",0.27638573,0.66297787,0.44266551,0.5,0.82852807,0.71163245,0.43011683,0.58110517,0.12753999,0.18849978,0.31603978,"Colton Cowser",29591,681297
"Joey Gallo","WSN",0.24878049,0.72391304,0.45209302,0.45751634,0.71771772,0.63580247,0.42790698,0.58461538,0.16449814,0.15148699,0.31598513,"Joey Gallo",14128,608336
"Joey Loperfido","- - -",0.37244898,0.72389791,0.52109912,0.49771689,0.80128205,0.67608286,0.42296369,0.65648855,0.17131474,0.14442231,0.31573705,"Joey Loperfido",29630,694388
"Triston Casas","BOS",0.28136201,0.65588915,0.44500505,0.56687898,0.75704225,0.6893424,0.43693239,0.58024691,0.13810484,0.17741935,0.31552419,"Triston Casas",22514,671213
"Sean Murphy","ATL",0.30588235,0.64605544,0.45582707,0.57142857,0.81848185,0.7257732,0.44078947,0.66287879,0.12476548,0.19043152,0.315197,"Sean Murphy",19352,669221
"Miguel Sanó","LAA",0.30543933,0.68711656,0.460199,0.39726027,0.78571429,0.63243243,0.40547264,0.58947368,0.16873449,0.14640199,0.31513648,"Miguel Sano",12164,593934
"Tyler Fitzgerald","SFG",0.29372497,0.68846816,0.46616541,0.52272727,0.8,0.7016129,0.43684211,0.65102639,0.13899324,0.17580766,0.3148009,"Tyler Fitzgerald",26208,666149
"Ryan Noda","OAK",0.21708185,0.67889908,0.41883768,0.42622951,0.7972973,0.68899522,0.43687375,0.55855856,0.13026052,0.18436874,0.31462926,"Ryan Noda",23312,676116
"Michael Toglia","COL",0.29148753,0.69220608,0.44947917,0.45722714,0.80343511,0.66743917,0.39427083,0.60917031,0.14947917,0.16458333,0.3140625,"Michael Toglia",25845,669911
"Addison Barger","TOR",0.35416667,0.59366755,0.45983702,0.63529412,0.85777778,0.76202532,0.44121071,0.64,0.10930233,0.20465116,0.31395349,"Addison Barger",24598,680718
"Randy Arozarena","- - -",0.27299881,0.61727273,0.40951694,0.64551422,0.78497791,0.72887324,0.39653929,0.625,0.11095101,0.2028098,0.31376081,"Randy Arozarena",19290,668227
"José Caballero","TBR",0.37706342,0.67250674,0.49286846,0.5921659,0.84769539,0.72883173,0.39197042,0.66252588,0.13343882,0.17985232,0.31329114,"Jose Caballero",23401,676609
"Edouard Julien","MIN",0.22585227,0.64218456,0.4048583,0.49056604,0.82111437,0.716,0.42995951,0.61129568,0.11488673,0.19822006,0.3131068,"Edouard Julien",27534,666397
"Leo Jiménez","TOR",0.31368421,0.65053763,0.46162928,0.60402685,0.82231405,0.73913043,0.43919717,0.65238095,0.12042503,0.19244392,0.31286895,"Leo Jimenez",23782,677870
"Leo Rivas","SEA",0.16336634,0.6035503,0.3638814,0.48484848,0.83333333,0.74814815,0.45552561,0.58139535,0.0916442,0.22102426,0.31266846,"Leo Rivas",21009,660844
"Luis Robert Jr.","CHW",0.38917263,0.74920635,0.53014295,0.49081365,0.81355932,0.66940211,0.39154755,0.70352941,0.17526414,0.13735239,0.31261653,"Luis Robert Jr.",20043,673357
"Jarred Kelenic","ATL",0.33097166,0.71168831,0.49772469,0.50458716,0.79927007,0.68914286,0.43799772,0.65701559,0.15472127,0.15756542,0.31228669,"Jarred Kelenic",22558,672284
"Pablo Reyes","- - -",0.25547445,0.6,0.41269841,0.8,0.84057971,0.82692308,0.45634921,0.671875,0.07114625,0.24110672,0.31225296,"Pablo Reyes",16357,622569
"Drew Romo","COL",0.44117647,0.68965517,0.55555556,0.53333333,0.86666667,0.72380952,0.46031746,0.77358491,0.15343915,0.15873016,0.31216931,"Drew Romo",27763,691011
"Harold Ramírez","- - -",0.48628885,0.68787879,0.56214367,0.60526316,0.83259912,0.70993915,0.37628278,0.69918699,0.16287016,0.14920273,0.31207289,"Harold Ramirez",14387,623912
"Adrian Del Castillo","ARI",0.34158416,0.73134328,0.49702381,0.5942029,0.80612245,0.71856287,0.39880952,0.64367816,0.13946588,0.17210682,0.3115727,"Adrian Del Castillo",29554,680728
"Davis Schneider","TOR",0.25675676,0.68164313,0.42536933,0.55921053,0.80602637,0.71616766,0.39684157,0.57929515,0.12050633,0.19088608,0.31139241,"Davis Schneider",23565,676914
"Akil Baddoo","DET",0.31693989,0.68148148,0.47169811,0.5,0.81521739,0.69333333,0.4245283,0.62195122,0.14465409,0.16666667,0.31132075,"Akil Baddoo",22168,668731
"Trent Grisham","NYY",0.15659955,0.59213759,0.36416862,0.52857143,0.85477178,0.78135048,0.4765808,0.61722488,0.07953216,0.23157895,0.31111111,"Trent Grisham",18564,663757
"Mark Vientos","NYM",0.35874878,0.69535519,0.4991453,0.53678474,0.78388998,0.6803653,0.41709402,0.64757709,0.1594533,0.15148064,0.31093394,"Mark Vientos",22184,668901
"Jordan Walker","STL",0.34771574,0.70909091,0.49626308,0.48905109,0.84615385,0.69879518,0.41106129,0.66292135,0.14947683,0.16143498,0.31091181,"Jordan Walker",27475,691023
"Matt Wallner","MIN",0.28874388,0.75539568,0.4776699,0.48022599,0.72380952,0.63617886,0.40485437,0.61302682,0.17361785,0.13676043,0.31037827,"Matt Wallner",26466,670242
"Josh Jung","TEX",0.37817259,0.70568562,0.51948052,0.55704698,0.81990521,0.71111111,0.43145743,0.67553191,0.15007215,0.16017316,0.31024531,"Josh Jung",26299,673962
"Jon Singleton","HOU",0.25809822,0.61883408,0.40651907,0.53441296,0.82608696,0.71709531,0.41143911,0.5654321,0.11486486,0.1953317,0.31019656,"Jon Singleton",10441,572138
"Justin Foscue","TEX",0.35779817,0.69230769,0.4973262,0.56410256,0.83333333,0.72043011,0.4171123,0.63636364,0.13903743,0.17112299,0.31016043,"Justin Foscue",27501,679822
"Brian Serven","TOR",0.31724138,0.68141593,0.47674419,0.65217391,0.83116883,0.76422764,0.4379845,0.5915493,0.1124031,0.19767442,0.31007752,"Brian Serven",19422,661531
"Rece Hinds","CIN",0.44537815,0.765625,0.55737705,0.43396226,0.87755102,0.64705882,0.34972678,0.70588235,0.19565217,0.11413043,0.30978261,"Rece Hinds",27493,677956
"Zach Remillard","CHW",0.20987654,0.52857143,0.35761589,0.64705882,0.86486486,0.7962963,0.46357616,0.53846154,0.07236842,0.23684211,0.30921053,"Zach Remillard",19788,621545
"Javier Báez","DET",0.44,0.67027027,0.52352941,0.60839161,0.84677419,0.71910112,0.3627451,0.66782007,0.14771623,0.16132167,0.3090379,"Javier Baez",12979,595879
"Jackson Holliday","BAL",0.30573248,0.65633803,0.45641646,0.52083333,0.81545064,0.70291777,0.42978208,0.59615385,0.13542926,0.17291415,0.30834341,"Jackson Holliday",31781,702616
"Tyler O'Neill","BOS",0.28870293,0.68441065,0.44606855,0.52173913,0.77777778,0.6779661,0.39768145,0.61310782,0.14357683,0.16423174,0.30780856,"Tyler O'Neill",15711,641933
"Ben Rortvedt","TBR",0.30534351,0.59194396,0.42593957,0.5875,0.85207101,0.74221453,0.42078113,0.56097561,0.10972018,0.19808542,0.3078056,"Ben Rortvedt",20287,666163
