Name,Team,PA,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"David Peralta","SDP",260,0.34645669,,0.09055118,0.03641732,,0.14862205,0.17322835,0.07677165,0.01574803,0.0019685,0.11023622,,,,"David Peralta",2136,444482
"Carlos Santana","MIN",594,0.30045398,,0.09286009,0.05901775,,0.10647957,0.19314899,0.07841519,0.02022286,,0.1469253,,0.00247627,,"Carlos Santana",2396,467793
"Tommy Pham","- - -",478,0.30213209,,0.07436297,0.02236089,,0.18200728,0.2574103,0.06656266,0.01144046,,0.08372335,,,,"Tommy Pham",2967,502054
"Anthony Rizzo","NYY",375,0.30726257,,0.07821229,0.04539106,,0.14455307,0.20879888,0.08589385,0.01187151,0.00069832,0.11731844,,,,"Anthony Rizzo",3473,519203
"Jason Heyward","- - -",258,0.33496094,,0.1015625,0.04394531,0.00488281,0.12597656,0.17871094,0.06640625,0.00683594,0.00195313,0.1328125,,0.00195313,,"Jason Heyward",4940,518792
"Giancarlo Stanton","NYY",459,0.32148715,,0.07162384,0.02405686,,0.15308912,0.2602515,0.06014215,0.0082012,0.00328048,0.09786769,,,,"Giancarlo Stanton",4949,519317
"Justin Turner","- - -",539,0.39051724,,0.07672414,0.01206897,,0.20517241,0.20043103,0.04224138,0.0137931,,0.05862069,,0.00043103,,"Justin Turner",5235,457759
"Robbie Grossman","- - -",245,0.32880698,,0.09893307,0.00969932,,0.13579049,0.14064016,0.08826382,0.01745878,,0.18040737,,,,"Robbie Grossman",5254,543257
"Aaron Hicks","LAA",63,0.19366197,,0.11971831,0.08450704,,0.11619718,0.22183099,0.08802817,0.01056338,,0.16549296,,,,"Aaron Hicks",5297,543305
"Brandon Crawford","STL",80,0.36825397,,0.07936508,0.02539683,,0.0952381,0.14920635,0.07619048,0.02857143,,0.17777778,,,,"Brandon Crawford",5343,543063
"Freddie Freeman","LAD",638,0.30622769,,0.08964697,0.03133677,0.00079334,0.18603729,0.20706069,0.06307021,0.01824673,,0.09520032,,0.00238001,,"Freddie Freeman",5361,518692
"Jose Altuve","HOU",682,0.26120619,,0.07457213,0.03830481,,0.18704156,0.25020375,0.07457213,0.00896496,,0.10513447,,,,"Jose Altuve",5417,514888
"Kyle Higashioka","SDP",263,0.21563089,,0.09887006,0.03389831,0.00094162,0.20527307,0.25612053,0.08003766,0.01506591,,0.09322034,0.00094162,,,"Kyle Higashioka",5517,543309
"Avisaíl García","MIA",51,0.33333333,,0.07526882,0.05376344,,0.1827957,0.12365591,0.06989247,0.02150538,,0.13978495,,,,"Avisail Garcia",5760,541645
"Wilmer Flores","SFG",242,0.28898129,,0.08523909,0.01975052,,0.21725572,0.21725572,0.05821206,0.01143451,,0.1018711,,,,"Wilmer Flores",5827,527038
"J.D. Martinez","NYM",495,0.31725146,,0.07163743,0.02680312,,0.14668616,0.29385965,0.06822612,0.01218324,,0.06140351,,0.00194932,,"J.D. Martinez",6184,502110
"Martín Maldonado","CHW",147,0.3147482,,0.09532374,0.00899281,,0.18165468,0.23741007,0.10071942,0.01079137,,0.05035971,,,,"Martin Maldonado",6887,455117
"Salvador Perez","KCR",652,0.25249891,,0.08604954,0.03954802,,0.14124294,0.31768796,0.06996958,0.01086484,,0.0821382,,,,"Salvador Perez",7304,521692
"Travis d'Arnaud","ATL",341,0.34193073,,0.06337509,0.02137067,0.00073692,0.20412675,0.23802506,0.05158438,0.00884304,,0.06558585,,0.00442152,,"Travis d'Arnaud",7739,518595
"Miguel Rojas","LAD",337,0.29479769,,0.07018993,0.01651528,0.00247729,0.19570603,0.26341866,0.06110652,0.01238646,0.00247729,0.08092486,,,,"Miguel Rojas",7802,500743
"Charlie Blackmon","COL",499,0.38920901,,0.10110005,0.03876375,,0.13043478,0.15715034,0.05605029,0.02147721,,0.10057622,0.00104767,0.00419068,,"Charlie Blackmon",7859,453568
"Matt Carpenter","STL",157,0.31886228,,0.10179641,0.05389222,0.00598802,0.14820359,0.15718563,0.11526946,0.03892216,0.00149701,0.05688623,,0.00149701,,"Matt Carpenter",8090,572761
"Donovan Solano","SDP",309,0.32285939,,0.05655931,0.0188531,,0.19874313,0.25530244,0.06205813,0.01649647,0.00157109,0.06598586,0.00157109,,,"Donovan Solano",8623,456781
"Paul Goldschmidt","STL",654,0.31578947,,0.07508281,0.03018035,,0.16304748,0.2576371,0.05226353,0.01582628,,0.08722856,0.00036805,0.00257637,,"Paul Goldschmidt",9218,502671
"Starling Marte","NYM",370,0.27875794,,0.08256881,0.02681722,,0.20818631,0.23853211,0.0649259,0.01834862,,0.07762879,,0.0042343,,"Starling Marte",9241,516782
"Yan Gomes","CHC",96,0.39733333,,0.096,0.01333333,,0.13333333,0.24266667,0.07733333,0.00266667,0.00266667,0.03466667,,,,"Yan Gomes",9627,543228
"Christian Vázquez","MIN",315,0.33567046,,0.0762489,0.02278703,,0.15249781,0.24890447,0.07449606,0.01928133,,0.06923751,,0.00087642,,"Christian Vazquez",9774,543877
"Nolan Arenado","STL",635,0.31199021,,0.06729201,0.02814029,0.00081566,0.1867863,0.25734095,0.04282219,0.01386623,,0.08972268,,0.00122349,,"Nolan Arenado",9777,571448
"Andrew McCutchen","PIT",515,0.27798335,,0.07308048,0.01942646,,0.21785384,0.2627197,0.0573543,0.01618871,,0.07539315,,,,"Andrew McCutchen",9847,457705
"DJ LeMahieu","NYY",228,0.31360947,,0.10414201,0.01893491,,0.20828402,0.21183432,0.06272189,0.0035503,0.00118343,0.07573964,,,,"DJ LeMahieu",9874,518934
"Christian Bethancourt","- - -",147,0.25968992,,0.07364341,0.00968992,,0.18604651,0.28294574,0.06589147,0.02131783,,0.10077519,,,,"Christian Bethancourt",10028,542194
"Mike Trout","LAA",126,0.37804878,,0.10627178,0.01567944,,0.17595819,0.17770035,0.05052265,,,0.09581882,,,,"Mike Trout",10155,545361
"Tucker Barnhart","ARI",96,0.38251366,,0.05464481,0.02185792,,0.11748634,0.27595628,0.06010929,0.00546448,,0.07377049,,0.00819672,,"Tucker Barnhart",10200,571466
"Jose Iglesias","NYM",291,0.32372093,,0.05953488,0.02418605,,0.18325581,0.25860465,0.06604651,0.01860465,0.00372093,0.06232558,,,,"Jose Iglesias",10231,578428
"Randal Grichuk","ARI",279,0.30037313,,0.06809701,0.01026119,0.00093284,0.16697761,0.23320896,0.07089552,0.01865672,0.00186567,0.125,,0.00373134,,"Randal Grichuk",10243,545341
"Marcell Ozuna","ATL",688,0.28601253,,0.07515658,0.02261656,0.00104384,0.17849687,0.23903967,0.07480863,0.0243563,0.00104384,0.09359777,0.00069589,0.00313152,,"Marcell Ozuna",10324,542303
"Jon Singleton","HOU",405,0.31549815,,0.08364084,0.04797048,,0.11623616,0.22263223,0.06703567,0.02337023,,0.12177122,0.00184502,,,"Jon Singleton",10441,572138
"Enrique Hernández","LAD",393,0.30566535,,0.07444005,0.02305665,0.00197628,0.20158103,0.24505929,0.05731225,0.01515152,,0.07378129,,0.00197628,,"Enrique Hernandez",10472,571771
"Gio Urshela","- - -",461,0.32464455,,0.07109005,0.02014218,,0.17239336,0.25059242,0.0450237,0.01244076,0.00177725,0.1007109,0.00118483,,,"Gio Urshela",10681,570482
"Jurickson Profar","SDP",668,0.34490318,,0.09097552,0.03324808,0.00109609,0.14468396,0.16258677,0.08366825,0.02155645,,0.11655097,0.00073073,,,"Jurickson Profar",10815,595777
"Adam Duvall","ATL",330,0.30351438,,0.07348243,0.02795527,,0.18210863,0.26597444,0.05830671,0.01517572,0.00399361,0.06629393,,0.00319489,,"Adam Duvall",10950,594807
"Kevin Kiermaier","- - -",281,0.35369458,,0.09950739,0.01477833,,0.13497537,0.19408867,0.07389163,0.01970443,0.00098522,0.1044335,,0.00394089,,"Kevin Kiermaier",11038,595281
"Whit Merrifield","- - -",335,0.33862434,,0.05820106,0.01511716,,0.18896447,0.21466364,0.06878307,0.01360544,0.00755858,0.09372638,0.00075586,,,"Whit Merrifield",11281,593160
"Yasmani Grandal","PIT",243,0.32563025,,0.07773109,0.02836134,,0.17962185,0.13340336,0.09138655,0.02731092,,0.13655462,,,,"Yasmani Grandal",11368,518735
"Gary Sánchez","MIL",280,0.27288428,,0.06390328,0.02590674,,0.18221071,0.25561313,0.08290155,0.00863558,0.00086356,0.10708117,,,,"Gary Sanchez",11442,596142
"Mark Canha","- - -",462,0.31500514,,0.07759507,0.01387461,,0.18139774,0.2610483,0.05806783,0.01541624,,0.07759507,,,,"Mark Canha",11445,592192
"Christian Yelich","MIL",315,0.30362776,,0.1159306,0.03864353,,0.16167192,0.18059937,0.07334385,0.02681388,,0.09936909,,,,"Christian Yelich",11477,592885
"Michael A. Taylor","PIT",300,0.28951747,,0.05074875,0.03244592,,0.18136439,0.27287854,0.05740433,0.01497504,,0.10066556,,,,"Michael A. Taylor",11489,572191
"Manny Machado","SDP",643,0.30791789,,0.0863008,0.02764977,0.00041894,0.21407625,0.22203603,0.05194805,0.0163385,0.00041894,0.07247591,0.00041894,,,"Manny Machado",11493,592518
"Bryce Harper","PHI",631,0.30537459,,0.07288274,0.03745928,,0.14495114,0.20114007,0.10993485,0.01628664,,0.11074919,0.00040717,0.00081433,,"Bryce Harper",11579,547180
"Willson Contreras","STL",358,0.36034732,,0.06367583,0.03617945,,0.13096961,0.24891462,0.0593343,0.01591896,,0.08248915,0.00072359,0.00144718,,"Willson Contreras",11609,575929
"Brandon Drury","LAA",360,0.34287759,,0.07516106,0.03078024,,0.17537581,0.26055834,0.05297065,0.00858984,,0.05368647,,,,"Brandon Drury",11615,592273
"Elias Díaz","- - -",351,0.29024943,,0.06878307,0.01889645,,0.18291761,0.23280423,0.08163265,0.01965231,,0.10279667,,0.00226757,,"Elias Diaz",11680,553869
"Nick Castellanos","PHI",659,0.2644912,,0.05968227,0.02018033,0.00085874,0.14469729,0.33104337,0.07814513,0.00729927,,0.09145556,,0.00214684,,"Nick Castellanos",11737,592206
"J.T. Realmuto","PHI",413,0.3120657,,0.06317119,0.03474416,0.00126342,0.18825016,0.24763108,0.06632975,0.00884397,,0.07580543,0.00189514,,,"J.T. Realmuto",11739,592663
"Joc Pederson","ARI",449,0.30222222,,0.09166667,0.05944444,,0.13055556,0.18444444,0.07333333,0.01666667,,0.13333333,,0.00833333,,"Joc Pederson",11899,592626
"Nick Martini","CIN",163,0.432,,0.1104,0.0528,,0.136,0.1408,0.0432,0.0096,,0.0608,,0.0144,,"Nick Martini",12005,605361
"Jon Berti","NYY",74,0.50184502,,0.06273063,0.01476015,,0.12177122,0.18450185,0.03690037,,,0.07749077,,,,"Jon Berti",12037,542932
"Max Kepler","MIN",399,0.30507343,,0.09012016,0.04138852,,0.14419226,0.19425901,0.08277704,0.0246996,,0.11748999,,,,"Max Kepler",12144,596146
"Nick Ahmed","- - -",228,0.32113341,,0.06847698,0.00826446,,0.18654073,0.22668241,0.06375443,0.03659976,,0.08146399,,0.00708383,,"Nick Ahmed",12147,605113
"Eddie Rosario","- - -",319,0.29738837,,0.09098568,0.06065712,,0.09182814,0.210615,0.10699242,0.01010952,,0.12468408,,0.00673968,,"Eddie Rosario",12155,592696
"Austin Barnes","LAD",156,0.35919056,,0.0539629,0.01686341,,0.22934233,0.23440135,0.04890388,0.00505902,,0.05227656,,,,"Austin Barnes",12158,605131
"Ben Gamel","- - -",99,0.35170604,,0.07874016,0.0183727,,0.08136483,0.19422572,0.13385827,0.01049869,0.01312336,0.11811024,,,,"Ben Gamel",12160,592325
"Xander Bogaerts","SDP",463,0.26968174,,0.07091011,0.02345059,0.00055835,0.20938023,0.25572306,0.06476829,0.02400893,,0.08096036,0.00055835,,,"Xander Bogaerts",12161,593428
"Miguel Sanó","LAA",95,0.23880597,,0.08955224,0.01741294,,0.16666667,0.33333333,0.04975124,0.01741294,,0.08706468,,,,"Miguel Sano",12164,593934
"Kevin Pillar","- - -",314,0.32752902,,0.04477612,0.02819237,,0.15422886,0.27031509,0.06135987,0.01409619,,0.09950249,,,,"Kevin Pillar",12434,607680
"Curt Casali","SFG",125,0.28781513,,0.06512605,0.01890756,,0.19327731,0.30252101,0.03781513,0.0210084,,0.07352941,,,,"Curt Casali",12510,592200
"Marcus Semien","TEX",718,0.29409524,,0.08952381,0.01714286,,0.15504762,0.2887619,0.04419048,0.01219048,,0.09904762,,,,"Marcus Semien",12533,543760
"Eugenio Suárez","ARI",640,0.33820047,,0.05880032,0.01657459,0.00078927,0.18705604,0.24151539,0.05445935,0.01696922,0.00078927,0.07971586,,0.00513023,,"Eugenio Suarez",12552,553993
"Trevor Story","BOS",106,0.36193029,,0.08042895,0.02949062,,0.1689008,0.25201072,0.04825737,0.01072386,,0.04825737,,,,"Trevor Story",12564,596115
"George Springer","TOR",614,0.25272331,,0.1037037,0.0130719,,0.22091503,0.26056645,0.0496732,0.01002179,,0.08888889,,0.00043573,,"George Springer",12856,543807
"James McCann","BAL",233,0.37257143,,0.07085714,0.01371429,,0.15428571,0.25257143,0.048,0.00914286,,0.07885714,,,,"James McCann",12859,543510
"Anthony Rendon","LAA",238,0.31525077,,0.07574207,0.02558854,,0.19651996,0.27226203,0.04605937,0.01637666,,0.05220061,,,,"Anthony Rendon",12861,543685
"Francisco Lindor","NYM",689,0.36748986,,0.08625138,0.03538518,,0.1271655,0.15739034,0.08772576,0.01806119,0.00073719,0.11795061,,0.00184298,,"Francisco Lindor",12916,596019
"Brandon Nimmo","NYM",663,0.36621769,,0.08299964,0.02875865,,0.16891154,0.17764834,0.0771751,0.01820167,0.00182017,0.076083,,0.0021842,,"Brandon Nimmo",12927,607043
"Austin Hedges","CLE",146,0.35283364,,0.10420475,0.01645338,,0.13345521,0.26691042,0.06215722,0.00365631,,0.06032907,,,,"Austin Hedges",12976,595978
"Javier Báez","DET",289,0.27058824,,0.04509804,0.02352941,,0.14313725,0.36960784,0.05098039,0.01862745,,0.07843137,,,,"Javier Baez",12979,595879
"Teoscar Hernández","LAD",652,0.28297546,,0.06365031,0.01840491,,0.19440184,0.27990798,0.06211656,0.01840491,0.00076687,0.07592025,,0.00345092,,"Teoscar Hernandez",13066,606192
"Josh Bell","- - -",603,0.32439678,,0.09785523,0.03887399,,0.13270777,0.14745308,0.06032172,0.01161752,,0.18364611,0.00134048,0.00178731,,"Josh Bell",13145,605137
"Jorge Polanco","SEA",469,0.31140802,,0.08376156,0.0344296,,0.11613566,0.19064748,0.07656732,0.02620761,,0.15981501,0.00102775,,,"Jorge Polanco",13152,593871
"Orlando Arcia","ATL",602,0.2915952,,0.067753,0.02444254,0.00214408,0.19339623,0.26672384,0.06132075,0.02401372,0.00300172,0.06389365,0.00042882,0.00128645,,"Orlando Arcia",13185,606115
"Max Muncy","LAD",293,0.31374172,,0.06208609,0.04139073,,0.14155629,0.21192053,0.10099338,0.03642384,,0.08940397,,0.00248344,,"Max Muncy",13301,571970
"Ildemaro Vargas","WSN",303,0.29773157,,0.08128544,0.03308129,,0.19187146,0.1710775,0.07750473,0.01701323,,0.13043478,,,,"Ildemaro Vargas",13324,545121
"Omar Narváez","NYM",69,0.34200743,,0.07434944,0.04460967,,0.14869888,0.17843866,0.09665428,0.02230483,,0.0929368,,,,"Omar Narvaez",13338,553882
"Luke Maile","CIN",154,0.32653061,,0.10047096,0.01412873,,0.20565149,0.23704867,0.04866562,0.01569859,0.00470958,0.03924647,,0.00784929,,"Luke Maile",13355,571912
"Christian Walker","ARI",552,0.33101651,,0.05907906,0.01867941,0.00086881,0.15899218,0.24674196,0.06429192,0.01563858,,0.0986099,,0.00608167,,"Christian Walker",13419,572233
"José Ramírez","CLE",682,0.26654479,,0.10383912,0.04533821,,0.11444241,0.19085923,0.0797075,0.02413163,,0.1725777,,0.00255941,,"Jose Ramirez",13510,608070
"Jesse Winker","- - -",508,0.34076587,,0.11391178,0.04314106,,0.13863306,0.16529326,0.07998061,0.01599612,0.00242365,0.095492,,0.00436258,,"Jesse Winker",13590,608385
"Patrick Wisdom","CHC",174,0.38088445,,0.04564907,0.01854494,,0.16262482,0.2211127,0.06134094,0.00570613,0.00570613,0.09843081,,,,"Patrick Wisdom",13602,621550
"Mookie Betts","LAD",516,0.34587201,,0.06741573,0.02491451,0.00390816,0.18612604,0.21885686,0.05520274,0.01367855,,0.08109428,,0.00293112,,"Mookie Betts",13611,605141
"Ketel Marte","ARI",583,0.32318501,,0.08337237,0.05152225,0.00093677,0.12880562,0.15128806,0.06135831,0.01826698,,0.17751756,,0.00374707,,"Ketel Marte",13613,606466
"Carson Kelly","- - -",313,0.29750645,,0.08254514,0.01117799,,0.20206363,0.27085125,0.06448839,0.0094583,,0.06190886,,,,"Carson Kelly",13620,608348
"Jeimer Candelario","CIN",463,0.29421673,,0.10499719,0.03761931,,0.10218978,0.17518248,0.11622684,0.04098821,,0.12521056,,0.00336889,,"Jeimer Candelario",13621,600869
"Corey Seager","TEX",533,0.25267094,,0.10416667,0.04807692,,0.1474359,0.21527778,0.06784188,0.01816239,,0.14636752,,,,"Corey Seager",13624,608369
"Jack López","LAA",71,0.43065693,,0.06934307,0.02554745,,0.08394161,0.2919708,0.04744526,0.00364964,,0.04744526,,,,"Jack Lopez",13663,605346
"Tyrone Taylor","NYM",345,0.26681784,,0.10884354,0.01814059,,0.16402116,0.27513228,0.07482993,0.01662887,0.00151172,0.06802721,,0.00604686,,"Tyrone Taylor",13675,621438
"Jacob Stallings","COL",281,0.31314073,,0.07548928,0.01491146,,0.17800559,0.23205965,0.07548928,0.0167754,,0.08760485,,0.00652377,,"Jacob Stallings",13723,607732
"David Dahl","PHI",62,0.24528302,,0.10566038,0.06037736,,0.12075472,0.26792453,0.08301887,0.01132075,,0.08679245,,0.01886792,,"David Dahl",13744,621311
"Tomás Nido","- - -",140,0.3083004,,0.0770751,0.01778656,,0.11857708,0.27865613,0.08695652,0.00988142,,0.1027668,,,,"Tomas Nido",13755,621512
"Chris Taylor","LAD",246,0.38145315,,0.07170172,0.01625239,0.00286807,0.14340344,0.23804971,0.04493308,0.02294455,0.00478011,0.07361377,,,,"Chris Taylor",13757,621035
"Travis Jankowski","TEX",207,0.39194139,,0.05494505,0.03785104,,0.14163614,0.17460317,0.05738706,0.01098901,,0.13064713,,,,"Travis Jankowski",13768,608671
"Rob Refsnyder","BOS",307,0.32695507,,0.07154742,0.03244592,,0.17720466,0.20798669,0.07404326,0.00915141,,0.09983361,0.00083195,,,"Rob Refsnyder",13770,608701
"Eric Haase","MIL",69,0.31481481,,0.07037037,0.02592593,,0.1037037,0.3037037,0.08518519,0.01111111,0.01481481,0.06666667,,0.0037037,,"Eric Haase",14111,606992
"Joey Gallo","WSN",260,0.37302326,,0.05674419,0.03906977,,0.1172093,0.18697674,0.10232558,0.01581395,,0.10790698,0.00093023,,,"Joey Gallo",14128,608336
"Daniel Vogelbach","TOR",79,0.29545455,,0.15625,0.01988636,,0.16193182,0.20738636,0.08238636,0.00284091,,0.07386364,,,,"Daniel Vogelbach",14130,596129
"Byron Buxton","MIN",388,0.29835391,,0.06241427,0.02743484,,0.15432099,0.2441701,0.05624143,0.02743484,,0.12962963,,,,"Byron Buxton",14161,621439
"Carlos Correa","MIN",367,0.26181818,,0.07927273,0.02254545,,0.208,0.26327273,0.05745455,0.00872727,,0.09890909,,,,"Carlos Correa",14162,621043
"Jorge Soler","- - -",574,0.24617347,,0.0582483,0.01998299,,0.20960884,0.26658163,0.07865646,0.01955782,,0.10034014,,0.00085034,,"Jorge Soler",14221,624585
"Mitch Haniger","SEA",423,0.30830489,,0.07906712,0.01478953,,0.14277588,0.26564278,0.06769056,0.01763367,,0.10409556,,,,"Mitch Haniger",14274,571745
"Matt Olson","ATL",685,0.38853071,,0.08822531,0.02443163,0.00169664,0.12385477,0.1845945,0.07091958,0.021717,0.00067866,0.0916186,0.00033933,0.00339328,,"Matt Olson",14344,621566
"Joey Meneses","WSN",313,0.30297723,,0.07005254,0.02101576,,0.20402802,0.23029772,0.06654991,0.01138354,,0.08931699,,0.00437828,,"Joey Meneses",14366,608841
"Harold Ramírez","- - -",246,0.28246014,,0.06378132,0.03075171,,0.17312073,0.24145786,0.07517084,0.02733485,,0.10592255,,,,"Harold Ramirez",14387,623912
"Jake Cave","COL",346,0.30408922,,0.09814126,0.02825279,,0.10408922,0.2133829,0.09144981,0.03717472,,0.11747212,,0.00594796,,"Jake Cave",14477,595909
"Anthony Santander","BAL",665,0.38970051,,0.10591673,0.03323594,,0.10664719,0.14572681,0.07706355,0.02008766,,0.12162162,,,,"Anthony Santander",14551,623993
"Manuel Margot","MIN",343,0.35550459,,0.05733945,0.02217125,,0.13302752,0.23165138,0.08486239,0.01987768,0.00229358,0.09327217,,,,"Manuel Margot",14712,622534
"Kyle Farmer","MIN",242,0.37641723,,0.09297052,0.01360544,,0.11111111,0.21201814,0.08049887,0.01814059,,0.0952381,,,,"Kyle Farmer",14813,571657
"Mike Yastrzemski","SFG",474,0.39774475,,0.06868273,0.03690415,,0.13736545,0.17016914,0.06099436,0.02614044,0.00102512,0.09789851,0.00102512,0.00205023,,"Mike Yastrzemski",14854,573262
"Victor Caratini","HOU",274,0.32627526,,0.07699711,0.05389798,,0.10875842,0.15591915,0.10298364,0.02309913,0.00192493,0.15014437,,,,"Victor Caratini",14968,605170
"Ryan McMahon","COL",645,0.4092081,,0.09355433,0.02725599,,0.13112339,0.15985267,0.07440147,0.01252302,,0.08766114,0.00036832,0.00405157,,"Ryan McMahon",15112,641857
"Mitch Garver","SEA",430,0.25564738,,0.06501377,0.01046832,,0.15757576,0.30523416,0.08319559,0.01212121,0.00110193,0.10964187,,,,"Mitch Garver",15161,641598
"Tim Anderson","MIA",241,0.29206349,,0.08253968,0.02116402,,0.18730159,0.22645503,0.05185185,0.02010582,,0.11111111,,0.00740741,,"Tim Anderson",15172,641313
"Jake Bauers","MIL",346,0.35714286,,0.0760582,0.03703704,,0.11243386,0.17328042,0.0760582,0.0297619,0.00330688,0.13293651,0.00198413,,,"Jake Bauers",15194,641343
"Adam Frazier","KCR",294,0.33773741,,0.1073493,0.0388109,,0.12303881,0.18744839,0.07184145,0.00990917,,0.12386457,,,,"Adam Frazier",15223,624428
"Mike Tauchman","CHC",350,0.39622642,,0.09238777,0.02081978,,0.14248536,0.15354587,0.06441119,0.01171113,0.00325309,0.1151594,,,,"Mike Tauchman",15274,643565
"Garrett Cooper","- - -",116,0.30222222,,0.10222222,0.02222222,,0.16444444,0.29555556,0.03777778,0.00888889,,0.06666667,,,,"Garrett Cooper",15279,643265
"Jeff McNeil","NYM",472,0.34307423,,0.08591467,0.03565167,,0.16656926,0.20572764,0.06838106,0.01052016,,0.08240795,,0.00175336,,"Jeff McNeil",15362,643446
"Kris Bryant","COL",155,0.28618421,,0.07072368,0.02631579,,0.15789474,0.27796053,0.06414474,0.01973684,0.00493421,0.09210526,,,,"Kris Bryant",15429,592178
"Hunter Renfroe","KCR",424,0.26089588,,0.09200969,0.02179177,,0.16464891,0.27300242,0.07324455,0.02300242,,0.09079903,,0.00060533,,"Hunter Renfroe",15464,592669
"J.P. Crawford","SEA",451,0.35217164,,0.09837781,0.02511774,,0.16535845,0.21140764,0.04343276,0.01412873,0.00104657,0.08843537,0.00052329,,,"J.P. Crawford",15491,641487
